model,parameter,macro_avg_f1-score,weighted_avg_f1-score
random forest,"(225, 'log_loss', 4, 2, None, 0, 0.01)",0.38043659911822364,0.7370777452963522
random forest,"(175, 'gini', 5, 1, None, 0, 0.0001)",0.38049423101265034,0.7372269147953768
random forest,"(175, 'log_loss', 5, 1, None, 0.5, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'gini', 3, 1, None, 0, 0.01)",0.36425560694680015,0.737595181029022
random forest,"(225, 'log_loss', 3, 2, 'sqrt', 0.25, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'entropy', 4, 4, 'sqrt', 0, 0.1)",0.3718514860301142,0.742793392450749
random forest,"(225, 'gini', 1, 4, 'sqrt', 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 5, 3, 'log2', 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'log_loss', 1, 4, 'log2', 0, 0.0)",0.39298652760497377,0.7447862372047092
random forest,"(250, 'gini', 4, 3, 'log2', 0.5, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'gini', 4, 4, None, 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'entropy', 4, 3, 'sqrt', 0.5, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'entropy', 5, 2, None, 0.25, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'entropy', 5, 3, 'log2', 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'entropy', 3, 5, None, 0.5, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 2, 3, 'sqrt', 0, 0.01)",0.3733880663784119,0.7435951953574187
random forest,"(150, 'gini', 1, 3, 'log2', 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'log_loss', 5, 4, None, 0, 0.1)",0.37363272602605635,0.7475507940801345
random forest,"(175, 'log_loss', 4, 3, 'sqrt', 0, 0.0001)",0.3857062618829736,0.7458649353001691
random forest,"(200, 'log_loss', 1, 3, None, 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'log_loss', 4, 1, 'sqrt', 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'log_loss', 3, 2, None, 0, 0.01)",0.3758138342502058,0.7346409479740577
random forest,"(175, 'entropy', 4, 1, None, 0.25, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'entropy', 4, 1, None, 0, 0.0001)",0.3616248529281526,0.733667401111028
random forest,"(250, 'gini', 4, 2, 'sqrt', 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'gini', 2, 3, None, 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'log_loss', 5, 2, 'log2', 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'entropy', 3, 1, 'sqrt', 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'log_loss', 4, 1, None, 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'log_loss', 4, 2, 'sqrt', 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'log_loss', 3, 1, 'log2', 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 4, 2, 'log2', 0.25, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 2, 4, None, 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'log_loss', 5, 3, 'log2', 0.25, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'entropy', 1, 1, 'log2', 0, 0.0)",0.3767309757240364,0.7420627656845529
random forest,"(200, 'log_loss', 3, 1, 'sqrt', 0.5, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'gini', 2, 5, 'log2', 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'log_loss', 1, 1, 'sqrt', 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'gini', 5, 3, None, 0.5, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'gini', 1, 3, 'sqrt', 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'gini', 4, 5, None, 0.25, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'entropy', 1, 2, None, 0.25, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'gini', 1, 3, 'sqrt', 0, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'entropy', 5, 3, 'log2', 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'entropy', 2, 2, None, 0.5, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'gini', 4, 4, 'log2', 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'log_loss', 4, 4, None, 0, 0.01)",0.37933615360774753,0.7367193418175016
random forest,"(150, 'entropy', 3, 5, 'log2', 0, 0.1)",0.3738025247312822,0.7445856193422332
random forest,"(150, 'gini', 2, 2, 'log2', 0.5, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'log_loss', 1, 1, None, 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'log_loss', 5, 4, 'log2', 0.5, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'log_loss', 4, 5, 'sqrt', 0, 0.0)",0.3899276190475694,0.7417785362211392
random forest,"(250, 'log_loss', 3, 1, None, 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'log_loss', 3, 5, 'log2', 0.5, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'log_loss', 2, 5, 'sqrt', 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'log_loss', 1, 1, 'log2', 0, 0.1)",0.3738025247312822,0.7445856193422332
random forest,"(250, 'log_loss', 2, 5, 'sqrt', 0, 0.1)",0.37202171347239066,0.7424180145763426
random forest,"(250, 'gini', 1, 3, None, 0.25, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 5, 1, 'sqrt', 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'gini', 2, 3, 'log2', 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'gini', 5, 1, 'log2', 0, 0.01)",0.3750135242292276,0.7440684892896079
random forest,"(175, 'gini', 2, 4, 'sqrt', 0.25, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'gini', 4, 4, 'log2', 0, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'entropy', 2, 1, None, 0, 0.001)",0.3711200045822781,0.7385992608422054
random forest,"(175, 'entropy', 3, 3, None, 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 3, 2, 'sqrt', 0, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'log_loss', 2, 2, 'log2', 0, 0.0001)",0.38137659538554325,0.7447951993265705
random forest,"(250, 'gini', 4, 2, None, 0.5, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'entropy', 5, 5, None, 0.5, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 3, 5, None, 0.5, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'log_loss', 1, 3, None, 0, 0.001)",0.3654537423752777,0.7334961153273389
random forest,"(150, 'log_loss', 4, 2, None, 0.5, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'gini', 1, 4, None, 0, 0.001)",0.37193739623640176,0.7387679812926531
random forest,"(175, 'log_loss', 4, 2, None, 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'entropy', 5, 2, None, 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'log_loss', 2, 5, 'log2', 0.5, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'log_loss', 2, 5, 'sqrt', 0.5, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'log_loss', 3, 5, None, 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'gini', 5, 4, 'sqrt', 0.5, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'gini', 1, 5, None, 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'log_loss', 4, 5, 'sqrt', 0, 0.1)",0.37152711373250785,0.7414789759318869
random forest,"(200, 'gini', 4, 5, 'sqrt', 0, 0.0001)",0.39942928187591337,0.7477858340926308
random forest,"(225, 'entropy', 2, 3, None, 0, 0.0001)",0.37321915729009714,0.740585698662366
random forest,"(250, 'entropy', 5, 3, None, 0.5, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'gini', 3, 1, 'sqrt', 0.25, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'log_loss', 3, 3, None, 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 5, 3, 'sqrt', 0, 0.01)",0.3733880663784119,0.7435951953574187
random forest,"(150, 'gini', 1, 4, None, 0, 0.01)",0.36592096638637206,0.7400981196634087
random forest,"(225, 'log_loss', 5, 1, 'log2', 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'log_loss', 2, 3, None, 0, 0.0)",0.3654537423752777,0.7334961153273389
random forest,"(250, 'entropy', 3, 5, 'log2', 0.5, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'entropy', 1, 5, 'sqrt', 0.25, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'entropy', 3, 5, 'sqrt', 0.5, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 4, 3, 'log2', 0, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'gini', 5, 3, None, 0, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'entropy', 2, 1, 'sqrt', 0, 0.0)",0.36519896417183334,0.7330160366805654
random forest,"(250, 'log_loss', 4, 2, None, 0, 0.01)",0.37817778215001124,0.7367477882061702
random forest,"(200, 'gini', 1, 5, 'log2', 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'entropy', 5, 4, 'log2', 0.25, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'log_loss', 1, 1, 'log2', 0, 0.0001)",0.37096863908516237,0.7370210412868139
random forest,"(200, 'log_loss', 3, 4, None, 0, 0.0001)",0.3695924914850561,0.7365373647950398
random forest,"(150, 'entropy', 3, 4, 'sqrt', 0.5, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'entropy', 2, 4, 'sqrt', 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'log_loss', 2, 2, 'sqrt', 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'log_loss', 2, 2, 'sqrt', 0.5, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'log_loss', 4, 1, None, 0, 0.001)",0.36830754118614306,0.7380583997920482
random forest,"(225, 'gini', 1, 5, 'log2', 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 4, 1, 'sqrt', 0, 0.0001)",0.3800892627570708,0.7402672833708723
random forest,"(175, 'log_loss', 3, 3, 'sqrt', 0, 0.0001)",0.3857062618829736,0.7458649353001691
random forest,"(225, 'gini', 2, 3, None, 0, 0.01)",0.3640432967542391,0.737940427081812
random forest,"(225, 'gini', 4, 1, 'sqrt', 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'gini', 2, 4, 'sqrt', 0, 0.0)",0.379555608936534,0.7396919863579857
random forest,"(250, 'entropy', 2, 3, 'log2', 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'log_loss', 2, 5, None, 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'log_loss', 2, 1, None, 0, 0.01)",0.3803071967615537,0.7377666933457271
random forest,"(150, 'entropy', 4, 1, None, 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 1, 2, 'sqrt', 0, 0.0)",0.3872209623329978,0.7417984685308613
random forest,"(150, 'log_loss', 4, 4, 'sqrt', 0.25, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'gini', 2, 1, 'sqrt', 0, 0.0)",0.3719992997483297,0.7392720696721216
random forest,"(225, 'entropy', 4, 5, 'sqrt', 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'log_loss', 1, 5, 'log2', 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'log_loss', 2, 1, None, 0, 0.0)",0.3691399572526731,0.7368612376888342
random forest,"(225, 'gini', 4, 3, 'sqrt', 0, 0.0)",0.3790252425622861,0.737784092000121
random forest,"(200, 'entropy', 3, 4, 'log2', 0.5, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 3, 5, 'log2', 0.5, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'entropy', 1, 1, 'sqrt', 0.5, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'log_loss', 1, 1, 'sqrt', 0.5, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'log_loss', 4, 2, 'log2', 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'entropy', 5, 2, 'log2', 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'entropy', 1, 4, 'log2', 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'gini', 5, 5, None, 0.25, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'entropy', 4, 1, 'sqrt', 0, 0.0001)",0.3761376147628796,0.7424862792691417
random forest,"(250, 'gini', 2, 5, None, 0, 0.0)",0.36477401310250485,0.7353279168321808
random forest,"(200, 'gini', 1, 4, None, 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'log_loss', 3, 3, None, 0.5, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'entropy', 2, 5, None, 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'entropy', 5, 3, None, 0, 0.1)",0.3730559989522005,0.7466240139070788
random forest,"(200, 'gini', 5, 3, 'log2', 0, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'entropy', 1, 4, None, 0.5, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'entropy', 3, 5, None, 0.5, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'entropy', 4, 5, 'sqrt', 0.5, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'entropy', 4, 5, 'log2', 0.25, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'gini', 5, 5, 'log2', 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'entropy', 2, 5, 'sqrt', 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'gini', 2, 1, None, 0.5, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'log_loss', 1, 5, 'sqrt', 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'log_loss', 1, 3, None, 0.5, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'log_loss', 2, 1, 'sqrt', 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'log_loss', 4, 1, 'log2', 0.5, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'entropy', 1, 2, None, 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'log_loss', 2, 4, 'log2', 0.5, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'entropy', 2, 4, None, 0, 0.0001)",0.37887685042842,0.7375315162401147
random forest,"(200, 'gini', 3, 3, 'sqrt', 0, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'entropy', 3, 1, 'sqrt', 0.25, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'entropy', 1, 2, 'log2', 0.5, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'gini', 3, 1, 'sqrt', 0.5, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'log_loss', 3, 5, None, 0.5, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'entropy', 5, 3, 'sqrt', 0, 0.01)",0.3820936079353735,0.743493305866239
random forest,"(225, 'gini', 4, 5, 'sqrt', 0.25, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'log_loss', 2, 4, 'log2', 0.5, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'entropy', 3, 2, 'log2', 0.5, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'log_loss', 3, 3, 'log2', 0.5, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'entropy', 1, 5, 'log2', 0, 0.0)",0.39656903595023923,0.7471787201037656
random forest,"(200, 'log_loss', 5, 2, 'sqrt', 0.25, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 5, 3, None, 0, 0.0001)",0.36869171598847356,0.7369706791779373
random forest,"(225, 'gini', 3, 4, 'sqrt', 0, 0.01)",0.3722875810006087,0.7440955597707684
random forest,"(175, 'log_loss', 3, 4, 'sqrt', 0, 0.1)",0.3725221713065128,0.7433569437478855
random forest,"(225, 'log_loss', 2, 4, 'sqrt', 0.5, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'gini', 5, 3, None, 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'entropy', 1, 1, 'sqrt', 0.25, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'log_loss', 3, 3, 'sqrt', 0.5, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'gini', 1, 4, None, 0.5, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'log_loss', 5, 5, 'log2', 0, 0.1)",0.3734677928095101,0.7432620416098467
random forest,"(250, 'entropy', 1, 4, 'sqrt', 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'entropy', 5, 2, 'sqrt', 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'entropy', 3, 2, None, 0.5, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'entropy', 4, 2, 'log2', 0.25, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'log_loss', 2, 3, 'log2', 0, 0.01)",0.38720585256122947,0.7428821432888251
random forest,"(225, 'entropy', 4, 3, 'log2', 0.5, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'entropy', 4, 2, None, 0.5, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'gini', 3, 1, 'log2', 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'log_loss', 1, 4, None, 0.25, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 3, 3, None, 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'log_loss', 4, 4, None, 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'gini', 3, 5, None, 0, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'entropy', 5, 4, 'sqrt', 0, 0.0)",0.3874230996053301,0.7453407997562829
random forest,"(175, 'gini', 1, 4, 'log2', 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'log_loss', 2, 3, 'log2', 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'entropy', 3, 5, 'log2', 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'gini', 5, 1, 'sqrt', 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'gini', 4, 5, 'log2', 0, 0.01)",0.37321783893613547,0.7439705732318251
random forest,"(175, 'log_loss', 4, 5, 'log2', 0, 0.1)",0.3738025247312822,0.7445856193422332
random forest,"(225, 'log_loss', 3, 5, 'log2', 0.5, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 4, 3, None, 0.5, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'entropy', 2, 2, 'log2', 0.25, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'entropy', 1, 3, 'sqrt', 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'gini', 1, 4, 'log2', 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'entropy', 2, 4, 'log2', 0, 0.01)",0.38060972190088493,0.7399160695400984
random forest,"(175, 'log_loss', 1, 2, 'sqrt', 0, 0.001)",0.3818110943524572,0.7384616625615027
random forest,"(225, 'gini', 1, 2, 'sqrt', 0.5, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'entropy', 5, 1, 'sqrt', 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 3, 1, 'sqrt', 0, 0.001)",0.3719350226002172,0.7348926847207206
random forest,"(175, 'entropy', 3, 4, 'sqrt', 0, 0.001)",0.3836391147068351,0.7427355941589288
random forest,"(150, 'log_loss', 1, 5, 'log2', 0.5, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 2, 5, 'sqrt', 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'entropy', 4, 5, 'sqrt', 0.5, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'log_loss', 5, 2, 'log2', 0.5, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'gini', 3, 4, 'log2', 0.5, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'log_loss', 1, 3, 'log2', 0.5, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'log_loss', 3, 5, 'sqrt', 0, 0.1)",0.3718514860301142,0.742793392450749
random forest,"(150, 'entropy', 5, 5, 'log2', 0, 0.1)",0.3738025247312822,0.7445856193422332
random forest,"(250, 'gini', 4, 3, 'sqrt', 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'entropy', 3, 3, None, 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'log_loss', 4, 3, 'sqrt', 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'entropy', 4, 3, 'sqrt', 0, 0.001)",0.3842804699329881,0.7441861813451404
random forest,"(225, 'gini', 1, 1, 'sqrt', 0, 0.001)",0.38758955603218676,0.7407434993945856
random forest,"(225, 'log_loss', 1, 4, 'log2', 0.25, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'log_loss', 4, 4, 'log2', 0.5, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'gini', 1, 2, None, 0.5, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'log_loss', 5, 1, None, 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'entropy', 2, 1, None, 0.5, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'entropy', 2, 2, 'sqrt', 0.5, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'entropy', 5, 4, None, 0.5, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'log_loss', 4, 1, 'log2', 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'log_loss', 1, 5, 'sqrt', 0, 0.1)",0.37202171347239066,0.7424180145763426
random forest,"(150, 'gini', 5, 1, None, 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'gini', 4, 5, 'log2', 0, 0.01)",0.37321783893613547,0.7439705732318251
random forest,"(250, 'entropy', 4, 1, 'sqrt', 0.25, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'gini', 1, 1, 'log2', 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'entropy', 5, 1, 'log2', 0, 0.0001)",0.37468188974010497,0.7411129558334666
random forest,"(200, 'entropy', 1, 3, None, 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 4, 5, 'sqrt', 0.25, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'gini', 5, 5, 'log2', 0, 0.01)",0.3731020270750406,0.7443450731992953
random forest,"(150, 'entropy', 2, 3, 'sqrt', 0.5, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'log_loss', 5, 4, 'sqrt', 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'gini', 3, 4, 'log2', 0, 0.01)",0.3748432967869513,0.7444438671640145
random forest,"(250, 'log_loss', 4, 4, 'sqrt', 0, 0.1)",0.37202171347239066,0.7424180145763426
random forest,"(200, 'gini', 2, 5, 'log2', 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'log_loss', 4, 1, 'sqrt', 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'entropy', 4, 2, None, 0.5, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'entropy', 1, 2, 'log2', 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'log_loss', 3, 4, 'log2', 0, 0.001)",0.4038876185305595,0.7510256789458003
random forest,"(150, 'log_loss', 5, 3, 'log2', 0.5, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'log_loss', 5, 3, None, 0, 0.001)",0.3654537423752777,0.7334961153273389
random forest,"(225, 'log_loss', 1, 2, None, 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(175, 'entropy', 1, 1, 'sqrt', 0.25, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'gini', 4, 4, 'sqrt', 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'gini', 3, 2, None, 0.5, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'log_loss', 1, 2, 'log2', 0.5, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(200, 'entropy', 3, 1, 'sqrt', 0.25, 0.1)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 5, 5, 'log2', 0, 0.0001)",0.3991959225191021,0.7494136696618204
random forest,"(200, 'log_loss', 3, 2, 'sqrt', 0.25, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 5, 2, 'log2', 0.5, 0.01)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'log_loss', 2, 5, None, 0, 0.0)",0.3832934512454499,0.7409059651189311
random forest,"(150, 'log_loss', 3, 1, None, 0.25, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(225, 'log_loss', 5, 1, None, 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'entropy', 2, 2, None, 0.5, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(150, 'gini', 1, 5, 'log2', 0, 0.0001)",0.3991959225191021,0.7494136696618204
random forest,"(200, 'gini', 4, 4, None, 0.5, 0.0001)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'gini', 2, 4, 'log2', 0.25, 0.001)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'entropy', 2, 3, 'sqrt', 0.25, 0.0)",0.23719862181489534,0.6561237651288766
random forest,"(250, 'gini', 5, 3, None, 0, 0.001)",0.36633404379505113,0.7358898284513233
