model,parameter,macro_avg_f1-score,weighted_avg_f1-score
svc,"(0.75, 'poly', 3, 0.25, -0.5)",0.740132792130254,0.8423692792453183
svc,"(0.75, 'poly', 3, 0.25, 0.0)",0.7418115565296786,0.843940019263259
svc,"(0.75, 'poly', 3, 0.25, 0.5)",0.736441471385289,0.8398834512928612
svc,"(1.25, 'poly', 1, 0.35, 0.5)",0.710862214959239,0.8420369510770556
svc,"(0.5, 'poly', 4, 0.35, 0.5)",0.693447155116954,0.8050734149973344
svc,"(0.5, 'poly', 4, 0.35, 0.0)",0.694247625896562,0.8074343189348336
svc,"(0.5, 'poly', 4, 0.35, -0.5)",0.6976380463648523,0.8104429992234897
svc,"(1.5, 'poly', 4, 'scale', 0.5)",0.6736198324793601,0.7885241055718137
svc,"(1.5, 'poly', 4, 'scale', -0.5)",0.6687212943801988,0.786901740455292
svc,"(1.5, 'poly', 4, 'scale', 0.0)",0.6909636753611055,0.8040124604353278
